10
38.67795 ,-87.53668 ,0.0       ,267.6063480064 ,0.0          ,115.0,EMPTY     ,EMPTY     
38.63259 ,-88.73772 ,0.0       ,254.8572658152 ,0.0          ,115.0,EMPTY     ,EMPTY     
38.3939  ,-89.83873 ,0.0       ,284.6750290350 ,0.0          ,115.0,EMPTY     ,EMPTY     
38.5036  ,-90.38008 ,0.0       ,208.0979758471 ,0.0          ,115.0,EMPTY     ,EMPTY     
38.21716 ,-90.57462 ,0.0       ,166.6011815485 ,0.0          ,115.0,EMPTY     ,EMPTY     
37.78475 ,-90.44431 ,0.0       ,180.3062420569 ,0.0          ,115.0,EMPTY     ,EMPTY     
37.1189  ,-90.44878 ,0.0       ,258.7572629645 ,0.0          ,115.0,EMPTY     ,EMPTY     
37.03722 ,-90.95671 ,0.0       ,265.4491873966 ,0.0          ,115.0,EMPTY     ,EMPTY     
36.99204 ,-91.63687 ,0.0       ,276.4017568151 ,0.0          ,115.0,EMPTY     ,EMPTY     
37.13781 ,-93.41484 ,0.0       ,0.0            ,0.0          ,115.0,EMPTY     ,EMPTY     
