10
41.31823 ,-81.58775 ,194.39589 ,237.5949401855 ,0.1424219757 ,80.0 ,RETRIEVED ,EMPTY     
41.02818 ,-82.1902  ,343.18372 ,250.9205932617 ,-0.016592700 ,80.0 ,RETRIEVED ,EMPTY     
40.65224 ,-83.59049 ,306.98557 ,204.4855804443 ,-0.029012599 ,80.0 ,RETRIEVED ,EMPTY     
39.81069 ,-84.08877 ,254.98573 ,218.6383209228 ,-0.076594099 ,80.0 ,RETRIEVED ,EMPTY     
39.4999  ,-84.41028 ,195.92516 ,221.1974334716 ,-0.054912000 ,80.0 ,RETRIEVED ,EMPTY     
39.20626 ,-84.74146 ,154.40344 ,245.6603393554 ,0.2050302028 ,80.0 ,RETRIEVED ,EMPTY     
39.05564 ,-85.16804 ,299.0684  ,259.3673095703 ,-0.108495198 ,80.0 ,RETRIEVED ,EMPTY     
38.9423  ,-85.9274  ,172.5373  ,257.0783691406 ,0.0192945208 ,80.0 ,RETRIEVED ,EMPTY     
38.83941 ,-86.49545 ,189.53577 ,259.0794677734 ,-0.037585098 ,80.0 ,RETRIEVED ,EMPTY     
38.67795 ,-87.53668 ,129.1514  ,0.0            ,0.0          ,80.0 ,RETRIEVED ,EMPTY     
