7530
41.31823,-81.58775,0.0,0.0,0.0,60.0
41.31858,-81.58776,0.0,0.0,0.0,60.0
41.3186,-81.58787,0.0,0.0,0.0,60.0
41.3186,-81.588,0.0,0.0,0.0,60.0
41.31859,-81.58828,0.0,0.0,0.0,60.0
41.31856,-81.5886,0.0,0.0,0.0,60.0
41.31846,-81.58907,0.0,0.0,0.0,60.0
41.31844,-81.58956,0.0,0.0,0.0,60.0
41.31848,-81.59004,0.0,0.0,0.0,60.0
41.31852,-81.59035,0.0,0.0,0.0,60.0
41.31858,-81.59062,0.0,0.0,0.0,60.0
41.31866,-81.59103,0.0,0.0,0.0,60.0
41.31866,-81.59107,0.0,0.0,0.0,60.0
41.31869,-81.59127,0.0,0.0,0.0,60.0
41.31871,-81.59149,0.0,0.0,0.0,60.0
41.31874,-81.59172,0.0,0.0,0.0,60.0
41.31874,-81.59187,0.0,0.0,0.0,60.0
41.31872,-81.5922,0.0,0.0,0.0,60.0
41.31869,-81.59247,0.0,0.0,0.0,60.0
41.31868,-81.59263,0.0,0.0,0.0,60.0
41.31859,-81.59309,0.0,0.0,0.0,60.0
41.31843,-81.59364,0.0,0.0,0.0,60.0
41.31832,-81.59394,0.0,0.0,0.0,60.0
41.31794,-81.59485,0.0,0.0,0.0,60.0
41.31788,-81.59502,0.0,0.0,0.0,60.0
41.31778,-81.59539,0.0,0.0,0.0,60.0
41.31775,-81.59558,0.0,0.0,0.0,60.0
41.31761,-81.59631,0.0,0.0,0.0,60.0
41.31758,-81.59641,0.0,0.0,0.0,60.0
41.31756,-81.5965,0.0,0.0,0.0,60.0
41.31736,-81.59711,0.0,0.0,0.0,60.0
41.31729,-81.59726,0.0,0.0,0.0,60.0
41.31723,-81.59741,0.0,0.0,0.0,60.0
41.31716,-81.59753,0.0,0.0,0.0,60.0
41.31705,-81.59764,0.0,0.0,0.0,60.0
41.3163,-81.59813,0.0,0.0,0.0,60.0
41.31617,-81.59822,0.0,0.0,0.0,60.0
41.31608,-81.5983,0.0,0.0,0.0,60.0
41.316,-81.59841,0.0,0.0,0.0,60.0
41.31596,-81.59849,0.0,0.0,0.0,60.0
41.3159,-81.59876,0.0,0.0,0.0,60.0
41.3159,-81.59883,0.0,0.0,0.0,60.0
41.31592,-81.59933,0.0,0.0,0.0,60.0
41.31594,-81.59952,0.0,0.0,0.0,60.0
41.31595,-81.59968,0.0,0.0,0.0,60.0
41.31594,-81.60012,0.0,0.0,0.0,60.0
41.31584,-81.60012,0.0,0.0,0.0,60.0
41.31523,-81.60025,0.0,0.0,0.0,60.0
41.31492,-81.60027,0.0,0.0,0.0,60.0
41.31482,-81.60029,0.0,0.0,0.0,60.0
41.31474,-81.60032,0.0,0.0,0.0,60.0
41.31463,-81.60038,0.0,0.0,0.0,60.0
41.31434,-81.60057,0.0,0.0,0.0,60.0
41.3141,-81.60069,0.0,0.0,0.0,60.0
41.31372,-81.60086,0.0,0.0,0.0,60.0
41.31363,-81.60091,0.0,0.0,0.0,60.0
41.31356,-81.60096,0.0,0.0,0.0,60.0
41.31345,-81.60109,0.0,0.0,0.0,60.0
41.31332,-81.60123,0.0,0.0,0.0,60.0
41.31323,-81.60132,0.0,0.0,0.0,60.0
41.31315,-81.60138,0.0,0.0,0.0,60.0
41.31308,-81.60142,0.0,0.0,0.0,60.0
41.31301,-81.60145,0.0,0.0,0.0,60.0
41.31271,-81.60148,0.0,0.0,0.0,60.0
41.31262,-81.60148,0.0,0.0,0.0,60.0
41.31255,-81.6015,0.0,0.0,0.0,60.0
41.31247,-81.60153,0.0,0.0,0.0,60.0
41.31207,-81.60181,0.0,0.0,0.0,60.0
41.31181,-81.60197,0.0,0.0,0.0,60.0
41.3117,-81.60205,0.0,0.0,0.0,60.0
41.31149,-81.60224,0.0,0.0,0.0,60.0
41.31131,-81.60248,0.0,0.0,0.0,60.0
41.31115,-81.60274,0.0,0.0,0.0,60.0
41.31093,-81.60318,0.0,0.0,0.0,60.0
41.3108,-81.60339,0.0,0.0,0.0,60.0
41.31064,-81.60357,0.0,0.0,0.0,60.0
41.31055,-81.60366,0.0,0.0,0.0,60.0
41.31045,-81.60375,0.0,0.0,0.0,60.0
41.31036,-81.60381,0.0,0.0,0.0,60.0
41.31025,-81.60389,0.0,0.0,0.0,60.0
41.30978,-81.60416,0.0,0.0,0.0,60.0
41.30945,-81.60437,0.0,0.0,0.0,60.0
41.30922,-81.60454,0.0,0.0,0.0,60.0
41.3087,-81.60496,0.0,0.0,0.0,60.0
41.30836,-81.60525,0.0,0.0,0.0,60.0
41.30783,-81.60582,0.0,0.0,0.0,60.0
41.30707,-81.60672,0.0,0.0,0.0,60.0
41.30624,-81.6078,0.0,0.0,0.0,60.0
41.30611,-81.60796,0.0,0.0,0.0,60.0
41.30594,-81.60815,0.0,0.0,0.0,60.0
41.30536,-81.60876,0.0,0.0,0.0,60.0
41.30512,-81.60903,0.0,0.0,0.0,60.0
41.30494,-81.60922,0.0,0.0,0.0,60.0
41.30469,-81.60951,0.0,0.0,0.0,60.0
41.30437,-81.60991,0.0,0.0,0.0,60.0
41.30409,-81.61031,0.0,0.0,0.0,60.0
41.30386,-81.6107,0.0,0.0,0.0,60.0
41.30378,-81.61086,0.0,0.0,0.0,60.0
41.30365,-81.61117,0.0,0.0,0.0,60.0
41.30343,-81.61176,0.0,0.0,0.0,60.0
41.3033,-81.61219,0.0,0.0,0.0,60.0
41.30316,-81.61273,0.0,0.0,0.0,60.0
41.30304,-81.61328,0.0,0.0,0.0,60.0
41.30267,-81.61517,0.0,0.0,0.0,60.0
41.3026,-81.61548,0.0,0.0,0.0,60.0
41.30254,-81.61571,0.0,0.0,0.0,60.0
41.30248,-81.6159,0.0,0.0,0.0,60.0
41.3022,-81.61667,0.0,0.0,0.0,60.0
41.30205,-81.61717,0.0,0.0,0.0,60.0
41.30189,-81.61777,0.0,0.0,0.0,60.0
41.30179,-81.61834,0.0,0.0,0.0,60.0
41.30174,-81.61889,0.0,0.0,0.0,60.0
41.30173,-81.61908,0.0,0.0,0.0,60.0
41.30173,-81.62049,0.0,0.0,0.0,60.0
41.30172,-81.62075,0.0,0.0,0.0,60.0
41.30164,-81.62191,0.0,0.0,0.0,60.0
41.30163,-81.62219,0.0,0.0,0.0,60.0
41.30161,-81.62241,0.0,0.0,0.0,60.0
41.30161,-81.62268,0.0,0.0,0.0,60.0
41.30165,-81.62335,0.0,0.0,0.0,60.0
41.30169,-81.62374,0.0,0.0,0.0,60.0
41.30171,-81.62427,0.0,0.0,0.0,60.0
41.30171,-81.62449,0.0,0.0,0.0,60.0
41.30167,-81.62496,0.0,0.0,0.0,60.0
41.30157,-81.6257,0.0,0.0,0.0,60.0
41.30155,-81.6259,0.0,0.0,0.0,60.0
41.30153,-81.62633,0.0,0.0,0.0,60.0
41.30154,-81.62656,0.0,0.0,0.0,60.0
41.30154,-81.6269,0.0,0.0,0.0,60.0
41.30153,-81.62704,0.0,0.0,0.0,60.0
41.30054,-81.62705,0.0,0.0,0.0,60.0
41.29977,-81.62707,0.0,0.0,0.0,60.0
41.29423,-81.62714,0.0,0.0,0.0,60.0
41.29293,-81.62714,0.0,0.0,0.0,60.0
41.29237,-81.62715,0.0,0.0,0.0,60.0
41.28933,-81.62716,0.0,0.0,0.0,60.0
41.2892,-81.62717,0.0,0.0,0.0,60.0
41.28864,-81.62718,0.0,0.0,0.0,60.0
41.28838,-81.62711,0.0,0.0,0.0,60.0
41.28728,-81.62713,0.0,0.0,0.0,60.0
41.28312,-81.62716,0.0,0.0,0.0,60.0
41.28244,-81.62718,0.0,0.0,0.0,60.0
41.2793,-81.62719,0.0,0.0,0.0,60.0
41.27891,-81.6272,0.0,0.0,0.0,60.0
41.27866,-81.62722,0.0,0.0,0.0,60.0
41.27818,-81.62727,0.0,0.0,0.0,60.0
41.27781,-81.62733,0.0,0.0,0.0,60.0
41.2773,-81.62744,0.0,0.0,0.0,60.0
41.27706,-81.6275,0.0,0.0,0.0,60.0
41.27474,-81.62802,0.0,0.0,0.0,60.0
41.27449,-81.62807,0.0,0.0,0.0,60.0
41.27434,-81.62811,0.0,0.0,0.0,60.0
41.27379,-81.62822,0.0,0.0,0.0,60.0
41.27363,-81.62831,0.0,0.0,0.0,60.0
41.27305,-81.62841,0.0,0.0,0.0,60.0
41.27213,-81.62853,0.0,0.0,0.0,60.0
41.2702,-81.62867,0.0,0.0,0.0,60.0
41.26994,-81.62867,0.0,0.0,0.0,60.0
41.2694,-81.62869,0.0,0.0,0.0,60.0
41.26921,-81.62869,0.0,0.0,0.0,60.0
